,polarity,comment
6396,-1,Dislike Shows How People Are So Jealous Of His Cuteness.Don't Care.
6397,0,Bieber Fever...
6398,0,Let's how much people come back day to day.
6399,1,Let's see how many legends are watching this Masterpiece in 2021!THEY ARE UNSTOPPABLE
6400,0,ce piesa faina
6401,0,Who is in November 2021
6402,-1,Why people dislike this song?
6403,1,How does this have 19 mil likes
6404,-1,Like VS Dislike
6405,0,My First English song in my Childhood it's JB Baby song  Because I am from India
6406,-1,Dislike:
6407,1,"Luda!When I was 13, I had my first loveThere was nobody that compared to my babyAnd nobody came between us or could ever come aboveShe had me going crazyOh, I was star-struckShe woke me up daily, don't need no StarbucksShe made my heart poundIt skip a beat when I see her in the street andAt school on the playground but I really wanna see her on the weekendShe knows she got me dazing'Cause she was so amazingAnd now my heart is breaking but I just keep on saying"
6408,0,Anyone listening in November 2021?
6409,1,Those 12m no-good dislikers just blew away by the beat of baby! Even my 3months old son loves this song..
6410,-1,fuck this dislikes 12M
6411,-1,Anybody here for seeing the number of dislikes?
6412,1,I'm love in this video
6413,-1,"A  story :There was a  cat  - very  mild, gentle and  peaceful. She was always badly  treated  by  many. One day  ,5 dogs were  chasing  her. She  got  scared and  climbed the tree. A  boy  felt  bad for  her. So  he  went  up  to  rescue  her. His  intentions were good, but  the  scared  cat  scratched  him  and  ran  away. Bad  timing. It's a  harsh world. There's no  need to  respect  anybody. Respect  those who deserve  respect. Love  yourself. Your  body is a temple /church.  Take care of it. Because god is dwelling  in it. He  is in you. Priest  will  tell  all the lies in the world. They will say  : if you  do this  you will go to  hell  or if you  do that you will  go to  heaven. Who  gave them the right to  say that? Only  God  the father is  entitled to say that. Priest  will  tell  thousand  people  not to do  ....But  they  themselves will do  those things first. See, God  the father has  sent corona virus everywhere. This  shows that  sinners are  everywhere. The  worst part is  that  the  most  dangerous people  don't look  dangerous at all."
6414,1,amazing song
6415,0,Woww it's 4K rn
6416,0,10
6417,-1,why instead of 22 million dislikes now there are only 19 million
6418,1,Valuable knowledge
6419,0,who sees in 2021
6420,0,ANA14
6421,0,Near 2022Still this song remained evergreen
6422,0,baby is here
6423,0,I have been listening to this song since it came out
6424,0,Novembre 2021?
6425,0,He changed thumbnail after 11 years
6426,1,We do not need the Dislike button to know this song is absolute dogshit lol.
6427,-1,Dislike
6428,-1,Press like for Dislike
6429,0,Algum 2021
6430,-1,I created new YouTube account and hv just remembered tht I should come here to dislike this shit
6431,0,Its all started here
6432,0,NEW    D I S L I K E   COUNT: 12M+LIKE THIS COMMENT FOR   D I S L I K I N G   THIS  V I D E O
6433,-1,Now the dislikes are gone
6434,0,&lt;3&lt;3
6435,0,&lt;3
6436,1,i love you
6437,-1,R.I.P dislike count (2010 - 2021)
6438,1,"I have an idea, like this comment if you dislike the video ;)"
6439,-1,"Despite this song's Infamous (that would be putting it lightly) reputation, It's actually pretty damn good. Which is weird since I distantly remember it being far worse."
6440,-1,"Now ,i hate JB."
6441,0,Amen in JCLMA Amen
6442,1,WOW THAT ALOT OF DISLIKES why though?
6443,0,aaaaaaarrrrrrrrrrrrrrkkkkkkkkkkkkkkkkkkkkkkkkkkk
6444,1,ow yeah 12M
6445,-1,Where the hell is dislike
6446,1,Someone dedicated this song for me
6447,1,This song is best ever
6448,1,"Sorry Justin, but I didn't like this song too much guys check out the meme it's so funny"
6449,-1,Who came here after the news of removing dislike button
6450,-1,It's crazy how many people come back here everyday just to check how many dislike it has got
6451,-1,"12M dislikes! Omg, poor boy. I'm not a JB fan and I know he has made A LOT of mistakes, but just imagine starting your career practically as a child and recieve this amount of hate... I don't know how his mental health resisted..."
6452,1,"Very good song, JB always makes good music"
6453,0,anybody today?
6454,0,This song is still famous than most of the songs today
6455,0,you are?
6456,-1,I miss my x
6457,1,Wow
6458,0,Luda cris Drake Jb Really guyzz
6459,-1,Reason behind dislike  ??????
6460,1,The fact that has 19m likes wow
6461,0,11m unlikes YOOOOOLOOOO
6462,0,My crush(now boyfriend) also send me this song and now whenever I listen it I cuddle with my pillow remembering him
6463,1,This is my first english song I've heard . Thank u Justin .
6464,-1,I am Dislike Button
6465,0,Fact half of the world already seen this
6466,-1,Why too many dislike???? Ppl are insecure
6467,-1,Dislike
6468,0,"There was a time when you could see the amount of dislikes. Oh yes, that was last week and youtube rules changed it now."
6469,-1,what the fuck 4.7 million comment
6470,1,"The best part is...( baby , baby , baby oh...!)Loved this song"
6471,-1,"Seriously though, this is a banger I don't care what anybody says."
6472,0,2:44
6473,0,2:43
6474,0,Kocwka 2021?
6475,1,They shouldn't hide the dislike button
6476,0,If I was his girl and he would say baby baby I would break his neck
6477,-1,Use me as a dislike button.
6478,-1,Use me as dislike button !
6479,0,WoWw
6480,0,Who watch in 2021?
6481,0,Op
6482,0,Ol
6483,-1,Use me as a dislike button
6484,1,Who is gonna make the wadding lol
6485,-1,Our What Crap Ein Looks Me Coming Back to 11 Years Later To See This Merd*
6486,-1,The dislikes
6487,0,2021
6488,-1,Dislike
6489,1,Best song forever
6490,1,1 more dislike :)
6491,-1,It's crazy how many people come back to this everyday.This song is legendary
6492,1,"It's NOVEMBER 2021, let's see how many legends are still listening to this Masterpiece"
6493,-1,It's crazy how many people come back to this everyday.This song is legendary. It's So Addictive
6494,0,Yesterday is HistoryTomorrow is mysteryToday is giftThat why it's called present???
6495,1,There he even impressed my mother
6496,0,Past
6497,0,"i'm yasser balbalosa,i'm from philippines 17 years old turning 18 this coming dec.4 ,justin bieber is my idol"
6498,1,I           Love  SONG
6499,1,Ok
6500,1,Me very nice song
6501,0,Views go to 3 billion till 2022
6502,-1,1st YouTube account:- Like button 2nd YouTube account:- Dislike buttonDone !!!!!! ?????
6503,1,This is a good song
6504,0,Goal Songs | Rejith Menon | Sweeta Mohan |
6505,-1,DISLIKE
6506,-1,Dislike button here
6507,1,"oh, so amazing, i love this &lt;3"
6508,1,Don't know why people dislike this beautiful song
6509,-1,Why so much dislikes?
6510,0,Songs         is    n
6511,0,Thumbnail updated
6512,-1,Why there is so much dislike?
6513,1,This is her favorite song and she's no more with me but I can play this song to remember how she was when we met at first
6514,-1,Can someone tell me why it has 12m dislikes
6515,1,New version of @youtube close the dislikes of masterpiece
6516,1,Is VERY best song
6517,-1,Baby is no more the most disliked song
6518,1,I love This song
6519,1,Thanks to YouTube for removing the dislikes.. best move!!
6520,1,Make me the top liked comment plz!!
6521,1,Don't worry Justin you are good singer
6522,0,"In 2021 I searched it, because of  dislikes..."
6523,-1,Memes made these songs suck I wish memes never existed
6524,0,You look so young
6525,1,"If you are watching this in 2021, I believe that 2022 will be better than 2021 stay strong"
6526,1,Any Avengers fan here? Who is your favourite Avenger?
6527,-1,Sadak dislike beat this
6528,-1,"Pov: this didnt come on ur recommended, you searched it to see the dislikes"
6529,-1,12mil dislikes sheeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeereeeeeeeeeeeeeeeeeeeeeeeeeeesh why
6530,0,They changed the thumbnail
6531,0,The cover photo of the video has changed oh Justin bieber
6532,1,I used to listen this song While playing  prince of persia and gta .......Good old days..bruh
6533,0,Tony kakkar ko badhiya
6534,1,Best song ever Justin
6535,1,Isn't it most disliked video on yt???
6536,-1,use me as a dislike button
6537,-1,"Nah, Back than ppl hated how much they liked this."
6538,-1,Dislikes and comment section are antonyms
6539,0,This song gives tons of memories
6540,0,I was 2 when this song came out
6541,0,It's November 21..2021..Almost 11 years... But comment section still Active...
6542,1,Man he looks like a kid
6543,0,Why too much dislike?????
6544,0,I think this song started the pop songs where the present teenagers were addicted to NGL
6545,1,LOOK AT ME LIKE YHAT JB
6546,-1,why 12 million of dislikes? this is a HIT!
6547,-1,Can anyone explain why so many dislikes ?
6548,1,The Greatest Song of All Time
6549,0,Who has listen this in 2021
6550,1,Like my comment
6551,1,Love from CG
6552,-1,12 million dislikes really
6553,0,7 yr old me: 17 yr old me now:
6554,1,Turpin family Thank u justin
6555,-1,this song didn't deserve all those dislikes fr
6556,1,Glee version is better
6557,1,Sam Evans is better at singing it
6558,-1,Rip 12m dislike
6559,-1,The Greatest Like - Dislike battle ever! RIP Dislike Button..
6560,0,This is my daughter's favourite song
6561,-1,Krl mano o Drake aparece no clipe.
6562,1,Lmao almost 12 years but still trending  nostalgic
6563,-1,This is the world record for the most disliked vedeo
6564,-1,Dislike here!
6565,0,"At that time i am not in the earth but legend start the journey,,, the legend Justin"
6566,-1,"[21/11 02:59] Mariana Jlia:  sei como[21/11 02:59] Mariana Jlia: Vim parar aqui[21/11 02:59] Aryane Peixoto: KKKKKKKKKK[21/11 02:59] Mariana Jlia: Mas t timo a nostalgia[21/11 03:00] Aryane Peixoto: mais q crlh kkkkkkk[21/11 03:01] Mariana Jlia: Sorry ikk[21/11 03:07] Aryane Peixoto: taquipariu[21/11 03:08] Mariana Jlia: Agr t ouvindo baby[21/11 03:10] Aryane Peixoto: mds[21/11 03:11] Mariana Jlia: Viagem no tempo bb, nostalgia boa car[21/11 03:13] Aryane Peixoto: mlc e afins"
6567,-1,It's crazy how many people come back to this everyday.This song is legendary
6568,0,Mene pehele dekha ye bacha kaun hai Badme pta chala ye Bieber ka 11 sal purana gana hai
6569,1,1st Disliked Video xD
6570,-1,I was just rick rolled so i disliked
6571,0,1:14 Drake and Lil Twist lmfaoooo
6572,-1,It's a really good song..no one can dispute this..not the jealous dislikers
6573,-1,Dislike
6574,-1,Dislike button
6575,1,Can't wait till the dislikes DISAPPEAR. LOVE JUSTIN SM
6576,0,saber q an en el 2021 la escucho&lt;3
6577,1,It's 21th November!Let's see how many legends are came to listen this masterpiece!!
6578,-1,Man  why did they have to remove the dislikes tho
6579,1,So glad that i would tell my kids about my childhood favourite star justin bieber
6580,0,See in 2030
6581,0,Legend are watching in 2021
6582,0,Baby baby baby kkkkkkkkkkkkk eu era viciado nisso em 2012
6583,0,Dc
6584,1,"it's November 21, let's see how many legends Watching this masterpiece."
6585,0,gay?
6586,0,2021
6587,0,Rapper Rock's
6588,0,"Dude this video has over 2.6B views!I think we all know what that means,Incredible song!"
6589,1,I'm justin bieber's fan.. some of you will hate this comment but I really and truly miss old justin bieber
6590,1,Ano bayan 11 years ng nakalipas wala pako jowa haha
6591,1,Never knew drake was in this video lol
6592,0,You are a legend Justin...
6593,1,we just friends what are you saying
6594,1,Why is his voice like a girl
6595,1,Why do so many people say this is cringe this is a very good song..
6596,1,Fab  BFF g
6597,0,Oi
6598,0,I still can't belive that this song was released 11 years ago
6599,-1,Crazy how we can no longer see the dislikes of the video.
6600,0,Being 8 when this song cameBeing 18 and yet listening to it....Legendaryz
6601,0,Me compr un salame
6602,-1,Dislike
6603,0,Tui th ngy xa nghe bi ny nhiu cc
6604,0,Who is the girl ??
6605,1,best song this year
6606,1,#justin... love
6607,0,Justin beibers is 24 then?
6608,1,missing the old humble and cheer justin since i was a kid :)
6609,0,"She made my heart poundIt skip a beat when I see her in the street andAt school on the playground but I really wanna see her on the weekendShe knows she got me dazing'Cause she was so amazingAnd now my heart is breaking but I just keep on sayingBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, minerelateble&lt;3"
6610,1,"what are you saying?Said, There's another and look right in my eyesMy first love broke my heart for the first time and I was likeBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mineBaby, baby, baby, ohLike baby, baby, baby, noLike baby, baby, baby, ohThought you'd always be mine, mine"
6611,1,I love you song
6612,-1,"Don't worry guys,Use me as dislike button."
6613,1,good
6614,1,Now we can't see the dislikes lol
6615,0,His hair-
6616,-1,Rounded bobs to Justin Bieber what's the most disliked
6617,1,Kaun kaun india se sun raha hai like karo india walo
6618,1,"Dislike button is gone, but we all know it's more than the likes"
6619,-1,I killed somebody
6620,1,And I was like baby
6621,-1,November 20th 2021 12 million dislikes
6622,1,Love loveagustin Rodriguez legoretta
6623,0,omgg i watch this when I was 8
6624,0,Listening now at this master piece
6625,1,Day 176 of watching 'Justin Bieber - Baby' for a decade straight!
6626,1,Idk if this song is cringe or good but bro. the kid can do the moon walk.
6627,0,..
6628,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
6629,0,Someone here? Almost finishing 2021?This song still got the magic huh.
6630,0,QHi
6631,0,I'm still in 2021
6632,0,1:17 - when he make that face i cant-
6633,1,nice song but 12m
6634,0,2021
6635,0,2021
6636,-1,The audacity of these people who disliked this vid. Y'all Saints? F*ck that
6637,0,JUSTIN CAN GET IT
6638,0,WHENEVA
6639,1,I don't care what anyone else saysThis song is amazing
6640,0,Elliot Page was looking so young here
6641,0,"Me acuerdo cuando era 2010, escuchaba esta cancin mil veces y jugaba a club penguin, que buenos tiempos"
